-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
               fused_recurrent_kda_packed_decode_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       8.573ms         0.81%       8.573ms       3.375us          2540  
void vllm::moe::single_group_topk::detail::single_gr...         0.00%       0.000us         0.00%       0.000us       0.000us       7.639ms         0.72%       7.639ms       2.313us          3302  
                                       vllm::all_gather         0.01%     624.990us         0.14%      12.153ms      94.943us       7.190ms         0.68%       7.190ms      56.169us           128  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us       7.190ms         0.68%       7.190ms      56.169us           128  
                                       cuLaunchKernelEx         0.07%       5.814ms         0.07%       5.814ms       3.808us       6.807ms         0.64%       6.807ms       4.458us          1527  
                           _causal_conv1d_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       6.293ms         0.60%       6.293ms       2.478us          2540  
                                        _moe_C::moe_sum         0.00%      86.960us         0.00%     174.990us       6.730us       6.260ms         0.59%       6.260ms     240.765us            26  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.168ms         0.49%       5.168ms       1.450us          3565  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       4.936ms         0.47%       4.936ms       1.428us          3456  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us       4.375ms         0.41%       4.375ms     218.752us            20  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us       4.225ms         0.40%       4.225ms       0.811us          5207  
                            layer_norm_gated_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       4.016ms         0.38%       4.016ms       1.569us          2560  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us       3.945ms         0.37%       3.945ms      48.112us            82  
         chunk_gated_delta_rule_fwd_kernel_h_blockdim64         0.00%       0.000us         0.00%       0.000us       0.000us       3.836ms         0.36%       3.836ms     191.791us            20  
                                  _gumbel_sample_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       3.765ms         0.36%       3.765ms      29.417us           128  
                                _vllm_fa2_C::varlen_fwd         0.00%     137.060us         0.00%     267.440us      38.206us       3.695ms         0.35%       3.695ms     527.868us             7  
void flash::flash_fwd_kernel<Flash_fwd_kernel_traits...         0.00%       0.000us         0.00%       0.000us       0.000us       3.695ms         0.35%       3.695ms     527.868us             7  
                                 _C::fused_add_rms_norm         0.00%     288.850us         0.01%     511.720us       9.655us       2.630ms         0.25%       2.630ms      49.623us            53  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2, true...         0.00%       0.000us         0.00%       0.000us       0.000us       2.379ms         0.22%       2.379ms       2.065us          1152  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us       2.040ms         0.19%       2.040ms       2.294us           889  
                                            aten::copy_         0.05%       4.692ms         0.17%      14.395ms       6.300us       1.871ms         0.18%       1.879ms       0.822us          2285  
void vllm::kimi_k3_fused_ops::fusedKimiK3MLADecodeQC...         0.00%       0.000us         0.00%       0.000us       0.000us       1.806ms         0.17%       1.806ms       2.032us           889  
                                       _C::silu_and_mul         0.00%     220.420us         0.00%     424.960us       8.018us       1.727ms         0.16%       1.727ms      32.594us            53  
void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bf...         0.00%       0.000us         0.00%       0.000us       0.000us       1.727ms         0.16%       1.727ms      32.594us            53  
                                            aten::index         0.05%       4.090ms         0.08%       6.907ms      17.986us       1.410ms         0.13%       1.410ms       3.671us           384  
                                              aten::add         0.00%     279.070us         0.01%     813.580us      26.245us       1.405ms         0.13%       1.405ms      45.336us            31  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.393ms         0.13%       1.393ms       0.772us          1805  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       1.178ms         0.11%       1.178ms       1.456us           809  
void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm...         0.00%       0.000us         0.00%       0.000us       0.000us       1.082ms         0.10%       1.082ms      41.602us            26  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     994.464us         0.09%     994.464us      38.249us            26  
              chunk_kda_fwd_kernel_intra_token_parallel         0.00%       0.000us         0.00%       0.000us       0.000us     812.895us         0.08%     812.895us      40.645us            20  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     804.546us         0.08%     804.546us     114.935us             7  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     778.879us         0.07%     778.879us       6.085us           128  
                           _moe_C::moe_align_block_size         0.00%     262.790us         0.01%     641.820us      24.685us     757.060us         0.07%     757.060us      29.118us            26  
                 chunk_kda_fwd_kernel_inter_solve_fused         0.00%       0.000us         0.00%       0.000us       0.000us     625.184us         0.06%     625.184us      31.259us            20  
                              _causal_conv1d_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     590.048us         0.06%     590.048us       9.834us            60  
                                   _moe_C::grouped_topk         0.01%     575.810us         0.04%       3.245ms     101.407us     499.679us         0.05%     499.679us      15.615us            32  
void vllm::moe::single_group_topk::detail::single_gr...         0.00%       0.000us         0.00%       0.000us       0.000us     499.679us         0.05%     499.679us      19.218us            26  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     480.545us         0.05%     480.545us      24.027us            20  
                            _gather_block_tables_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     461.019us         0.04%     461.019us       3.602us           128  
                               recompute_w_u_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     443.392us         0.04%     443.392us      22.170us            20  
void vllm::moe::moe_align_block_size_kernel<int>(int...         0.00%       0.000us         0.00%       0.000us       0.000us     437.698us         0.04%     437.698us      16.835us            26  
                                            aten::fill_         0.03%       2.880ms         0.07%       5.638ms       3.913us     426.208us         0.04%     427.136us       0.296us          1441  
                                           aten::argmax         0.01%       1.192ms         0.02%       1.689ms      13.198us     396.294us         0.04%     396.294us       3.096us           128  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     396.294us         0.04%     396.294us       3.096us           128  
                                    _post_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     389.220us         0.04%     389.220us       3.041us           128  
                          _compute_slot_mappings_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     363.874us         0.03%     363.874us       2.843us           128  
                   _get_num_sampled_and_rejected_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     362.303us         0.03%     362.303us       2.830us           128  
               _combine_sampled_and_draft_tokens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     341.632us         0.03%     341.632us       2.669us           128  
                                           _C::rms_norm         0.01%     818.410us         0.02%       1.430ms      10.513us     341.505us         0.03%     341.505us       2.511us           136  
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us     319.362us         0.03%     319.362us      12.283us            26  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     316.672us         0.03%     316.672us       2.474us           128  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     314.080us         0.03%     314.080us       2.454us           128  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     277.636us         0.03%     277.636us       1.085us           256  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     275.963us         0.03%     275.963us       1.004us           275  
                                 chunk_gla_fwd_kernel_o         0.00%       0.000us         0.00%       0.000us       0.000us     267.523us         0.03%     267.523us      13.376us            20  
                    kda_gate_chunk_cumsum_vector_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     230.016us         0.02%     230.016us      11.501us            20  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     229.921us         0.02%     229.921us      32.846us             7  
                                           aten::gather         0.01%       1.262ms         0.02%       1.842ms      14.388us     219.487us         0.02%     219.487us       1.715us           128  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us     219.487us         0.02%     219.487us       1.715us           128  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us     211.905us         0.02%     211.905us      10.595us            20  
void vllm::vocab_embedding::vocab_parallel_embedding...         0.00%       0.000us         0.00%       0.000us       0.000us     176.704us         0.02%     176.704us       1.381us           128  
                                     l2norm_fwd_kernel2         0.00%       0.000us         0.00%       0.000us       0.000us     145.567us         0.01%     145.567us       3.639us            40  
                           _prepare_pos_seq_lens_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     144.095us         0.01%     144.095us       1.126us           128  
                           _scatter_num_accepted_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     131.392us         0.01%     131.392us       1.026us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     114.943us         0.01%     114.943us       0.898us           128  
                                 aten::_index_put_impl_         0.00%     249.480us         0.01%     725.470us      36.274us     111.488us         0.01%     139.105us       6.955us            20  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     111.488us         0.01%     111.488us       5.574us            20  
                                           aten::arange         0.01%     940.570us         0.04%       3.770ms      14.499us     106.364us         0.01%     212.728us       0.818us           260  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     106.364us         0.01%     106.364us       0.831us           128  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     103.202us         0.01%     103.202us       7.372us            14  
                               cudaEventRecordWithFlags         0.01%     579.170us         0.01%     579.170us       0.736us      98.654us         0.01%      98.654us       0.125us           787  
                                  cudaStreamIsCapturing         0.00%     319.600us         0.00%     319.600us       0.219us      94.690us         0.01%      94.690us       0.065us          1462  
                          _gather_initial_states_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      71.551us         0.01%      71.551us       3.578us            20  
       _C::fused_kimi_k3_mla_key_concat_kv_cache_insert         0.00%      54.180us         0.00%      90.200us      12.886us      68.479us         0.01%      68.479us       9.783us             7  
void vllm::kimi_k3_fused_ops::fusedKimiK3MLAKeyConca...         0.00%       0.000us         0.00%       0.000us       0.000us      68.479us         0.01%      68.479us       9.783us             7  
                                  Lazy Function Loading         0.00%      55.520us         0.00%      55.520us      55.520us      32.704us         0.00%      32.704us      32.704us             1  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      31.870us         0.00%      31.870us       1.138us            28  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      28.929us         0.00%      28.929us       1.378us            21  
                                 _zero_kv_blocks_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      21.024us         0.00%      21.024us      10.512us             2  
                                    _apply_write_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      17.982us         0.00%      17.982us       3.596us             5  
                           _C::vocab_parallel_embedding         0.00%      23.130us         0.00%      34.850us      34.850us      13.568us         0.00%      13.568us      13.568us             1  
                                              aten::sub         0.00%      88.950us         0.00%     141.350us       5.654us      11.456us         0.00%      11.456us       0.458us            25  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 8.534s
Self CUDA time total: 1.058s

